id,t1,t2,label,mask,change_ratio
LEVIR_train_train_3_r0003_c0004,T1/LEVIR_train_train_3_r0003_c0004.png,T2/LEVIR_train_train_3_r0003_c0004.png,1,masks/LEVIR_train_train_3_r0003_c0004.png,0.30578364
LEVIR_train_train_3_r0004_c0000,T1/LEVIR_train_train_3_r0004_c0000.png,T2/LEVIR_train_train_3_r0004_c0000.png,1,masks/LEVIR_train_train_3_r0004_c0000.png,0.07676977
LEVIR_train_train_3_r0004_c0001,T1/LEVIR_train_train_3_r0004_c0001.png,T2/LEVIR_train_train_3_r0004_c0001.png,1,masks/LEVIR_train_train_3_r0004_c0001.png,0.02590880
LEVIR_train_train_3_r0004_c0002,T1/LEVIR_train_train_3_r0004_c0002.png,T2/LEVIR_train_train_3_r0004_c0002.png,1,masks/LEVIR_train_train_3_r0004_c0002.png,0.07009327
LEVIR_train_train_3_r0004_c0003,T1/LEVIR_train_train_3_r0004_c0003.png,T2/LEVIR_train_train_3_r0004_c0003.png,1,masks/LEVIR_train_train_3_r0004_c0003.png,0.15921955
LEVIR_train_train_3_r0004_c0004,T1/LEVIR_train_train_3_r0004_c0004.png,T2/LEVIR_train_train_3_r0004_c0004.png,1,masks/LEVIR_train_train_3_r0004_c0004.png,0.14285714
LEVIR_train_train_4_r0000_c0000,T1/LEVIR_train_train_4_r0000_c0000.png,T2/LEVIR_train_train_4_r0000_c0000.png,0,masks/LEVIR_train_train_4_r0000_c0000.png,0.00000000
LEVIR_train_train_4_r0000_c0001,T1/LEVIR_train_train_4_r0000_c0001.png,T2/LEVIR_train_train_4_r0000_c0001.png,1,masks/LEVIR_train_train_4_r0000_c0001.png,0.18771923
LEVIR_train_train_4_r0000_c0002,T1/LEVIR_train_train_4_r0000_c0002.png,T2/LEVIR_train_train_4_r0000_c0002.png,1,masks/LEVIR_train_train_4_r0000_c0002.png,0.11220504
LEVIR_train_train_4_r0000_c0003,T1/LEVIR_train_train_4_r0000_c0003.png,T2/LEVIR_train_train_4_r0000_c0003.png,1,masks/LEVIR_train_train_4_r0000_c0003.png,0.13771524
LEVIR_train_train_4_r0000_c0004,T1/LEVIR_train_train_4_r0000_c0004.png,T2/LEVIR_train_train_4_r0000_c0004.png,1,masks/LEVIR_train_train_4_r0000_c0004.png,0.14985252
LEVIR_train_train_4_r0001_c0000,T1/LEVIR_train_train_4_r0001_c0000.png,T2/LEVIR_train_train_4_r0001_c0000.png,0,masks/LEVIR_train_train_4_r0001_c0000.png,0.00000000
LEVIR_train_train_4_r0001_c0001,T1/LEVIR_train_train_4_r0001_c0001.png,T2/LEVIR_train_train_4_r0001_c0001.png,1,masks/LEVIR_train_train_4_r0001_c0001.png,0.01895328
LEVIR_train_train_4_r0001_c0002,T1/LEVIR_train_train_4_r0001_c0002.png,T2/LEVIR_train_train_4_r0001_c0002.png,1,masks/LEVIR_train_train_4_r0001_c0002.png,0.10365513
LEVIR_train_train_4_r0001_c0003,T1/LEVIR_train_train_4_r0001_c0003.png,T2/LEVIR_train_train_4_r0001_c0003.png,1,masks/LEVIR_train_train_4_r0001_c0003.png,0.13069994
LEVIR_train_train_4_r0001_c0004,T1/LEVIR_train_train_4_r0001_c0004.png,T2/LEVIR_train_train_4_r0001_c0004.png,1,masks/LEVIR_train_train_4_r0001_c0004.png,0.12051578
LEVIR_train_train_4_r0002_c0000,T1/LEVIR_train_train_4_r0002_c0000.png,T2/LEVIR_train_train_4_r0002_c0000.png,0,masks/LEVIR_train_train_4_r0002_c0000.png,0.00000000
LEVIR_train_train_4_r0002_c0001,T1/LEVIR_train_train_4_r0002_c0001.png,T2/LEVIR_train_train_4_r0002_c0001.png,1,masks/LEVIR_train_train_4_r0002_c0001.png,0.06704401
LEVIR_train_train_4_r0002_c0002,T1/LEVIR_train_train_4_r0002_c0002.png,T2/LEVIR_train_train_4_r0002_c0002.png,1,masks/LEVIR_train_train_4_r0002_c0002.png,0.08306760
LEVIR_train_train_4_r0002_c0003,T1/LEVIR_train_train_4_r0002_c0003.png,T2/LEVIR_train_train_4_r0002_c0003.png,1,masks/LEVIR_train_train_4_r0002_c0003.png,0.03342235
LEVIR_train_train_4_r0002_c0004,T1/LEVIR_train_train_4_r0002_c0004.png,T2/LEVIR_train_train_4_r0002_c0004.png,0,masks/LEVIR_train_train_4_r0002_c0004.png,0.00000000
LEVIR_train_train_4_r0003_c0000,T1/LEVIR_train_train_4_r0003_c0000.png,T2/LEVIR_train_train_4_r0003_c0000.png,1,masks/LEVIR_train_train_4_r0003_c0000.png,0.11561304
LEVIR_train_train_4_r0003_c0001,T1/LEVIR_train_train_4_r0003_c0001.png,T2/LEVIR_train_train_4_r0003_c0001.png,1,masks/LEVIR_train_train_4_r0003_c0001.png,0.06750239
LEVIR_train_train_4_r0003_c0002,T1/LEVIR_train_train_4_r0003_c0002.png,T2/LEVIR_train_train_4_r0003_c0002.png,1,masks/LEVIR_train_train_4_r0003_c0002.png,0.13907047
LEVIR_train_train_4_r0003_c0003,T1/LEVIR_train_train_4_r0003_c0003.png,T2/LEVIR_train_train_4_r0003_c0003.png,1,masks/LEVIR_train_train_4_r0003_c0003.png,0.06146365
LEVIR_train_train_4_r0003_c0004,T1/LEVIR_train_train_4_r0003_c0004.png,T2/LEVIR_train_train_4_r0003_c0004.png,1,masks/LEVIR_train_train_4_r0003_c0004.png,0.08828922
LEVIR_train_train_4_r0004_c0000,T1/LEVIR_train_train_4_r0004_c0000.png,T2/LEVIR_train_train_4_r0004_c0000.png,1,masks/LEVIR_train_train_4_r0004_c0000.png,0.21859056
LEVIR_train_train_4_r0004_c0001,T1/LEVIR_train_train_4_r0004_c0001.png,T2/LEVIR_train_train_4_r0004_c0001.png,1,masks/LEVIR_train_train_4_r0004_c0001.png,0.18307557
LEVIR_train_train_4_r0004_c0002,T1/LEVIR_train_train_4_r0004_c0002.png,T2/LEVIR_train_train_4_r0004_c0002.png,1,masks/LEVIR_train_train_4_r0004_c0002.png,0.19840163
LEVIR_train_train_4_r0004_c0003,T1/LEVIR_train_train_4_r0004_c0003.png,T2/LEVIR_train_train_4_r0004_c0003.png,1,masks/LEVIR_train_train_4_r0004_c0003.png,0.19726562
LEVIR_train_train_4_r0004_c0004,T1/LEVIR_train_train_4_r0004_c0004.png,T2/LEVIR_train_train_4_r0004_c0004.png,1,masks/LEVIR_train_train_4_r0004_c0004.png,0.18951291
LEVIR_train_train_5_r0000_c0000,T1/LEVIR_train_train_5_r0000_c0000.png,T2/LEVIR_train_train_5_r0000_c0000.png,0,masks/LEVIR_train_train_5_r0000_c0000.png,0.00000000
LEVIR_train_train_5_r0000_c0001,T1/LEVIR_train_train_5_r0000_c0001.png,T2/LEVIR_train_train_5_r0000_c0001.png,0,masks/LEVIR_train_train_5_r0000_c0001.png,0.00000000
LEVIR_train_train_5_r0000_c0002,T1/LEVIR_train_train_5_r0000_c0002.png,T2/LEVIR_train_train_5_r0000_c0002.png,1,masks/LEVIR_train_train_5_r0000_c0002.png,0.00125558
LEVIR_train_train_5_r0000_c0003,T1/LEVIR_train_train_5_r0000_c0003.png,T2/LEVIR_train_train_5_r0000_c0003.png,1,masks/LEVIR_train_train_5_r0000_c0003.png,0.05961017
LEVIR_train_train_5_r0000_c0004,T1/LEVIR_train_train_5_r0000_c0004.png,T2/LEVIR_train_train_5_r0000_c0004.png,1,masks/LEVIR_train_train_5_r0000_c0004.png,0.07439812
LEVIR_train_train_5_r0001_c0000,T1/LEVIR_train_train_5_r0001_c0000.png,T2/LEVIR_train_train_5_r0001_c0000.png,0,masks/LEVIR_train_train_5_r0001_c0000.png,0.00000000
LEVIR_train_train_5_r0001_c0001,T1/LEVIR_train_train_5_r0001_c0001.png,T2/LEVIR_train_train_5_r0001_c0001.png,0,masks/LEVIR_train_train_5_r0001_c0001.png,0.00000000
LEVIR_train_train_5_r0001_c0002,T1/LEVIR_train_train_5_r0001_c0002.png,T2/LEVIR_train_train_5_r0001_c0002.png,0,masks/LEVIR_train_train_5_r0001_c0002.png,0.00000000
LEVIR_train_train_5_r0001_c0003,T1/LEVIR_train_train_5_r0001_c0003.png,T2/LEVIR_train_train_5_r0001_c0003.png,0,masks/LEVIR_train_train_5_r0001_c0003.png,0.00000000
LEVIR_train_train_5_r0001_c0004,T1/LEVIR_train_train_5_r0001_c0004.png,T2/LEVIR_train_train_5_r0001_c0004.png,0,masks/LEVIR_train_train_5_r0001_c0004.png,0.00000000
LEVIR_train_train_5_r0002_c0000,T1/LEVIR_train_train_5_r0002_c0000.png,T2/LEVIR_train_train_5_r0002_c0000.png,0,masks/LEVIR_train_train_5_r0002_c0000.png,0.00000000
LEVIR_train_train_5_r0002_c0001,T1/LEVIR_train_train_5_r0002_c0001.png,T2/LEVIR_train_train_5_r0002_c0001.png,0,masks/LEVIR_train_train_5_r0002_c0001.png,0.00000000
LEVIR_train_train_5_r0002_c0002,T1/LEVIR_train_train_5_r0002_c0002.png,T2/LEVIR_train_train_5_r0002_c0002.png,0,masks/LEVIR_train_train_5_r0002_c0002.png,0.00000000
LEVIR_train_train_5_r0002_c0003,T1/LEVIR_train_train_5_r0002_c0003.png,T2/LEVIR_train_train_5_r0002_c0003.png,0,masks/LEVIR_train_train_5_r0002_c0003.png,0.00000000
LEVIR_train_train_5_r0002_c0004,T1/LEVIR_train_train_5_r0002_c0004.png,T2/LEVIR_train_train_5_r0002_c0004.png,0,masks/LEVIR_train_train_5_r0002_c0004.png,0.00000000
LEVIR_train_train_5_r0003_c0000,T1/LEVIR_train_train_5_r0003_c0000.png,T2/LEVIR_train_train_5_r0003_c0000.png,1,masks/LEVIR_train_train_5_r0003_c0000.png,0.00358737
LEVIR_train_train_5_r0003_c0001,T1/LEVIR_train_train_5_r0003_c0001.png,T2/LEVIR_train_train_5_r0003_c0001.png,0,masks/LEVIR_train_train_5_r0003_c0001.png,0.00000000
LEVIR_train_train_5_r0003_c0002,T1/LEVIR_train_train_5_r0003_c0002.png,T2/LEVIR_train_train_5_r0003_c0002.png,0,masks/LEVIR_train_train_5_r0003_c0002.png,0.00000000
LEVIR_train_train_5_r0003_c0003,T1/LEVIR_train_train_5_r0003_c0003.png,T2/LEVIR_train_train_5_r0003_c0003.png,0,masks/LEVIR_train_train_5_r0003_c0003.png,0.00000000
LEVIR_train_train_5_r0003_c0004,T1/LEVIR_train_train_5_r0003_c0004.png,T2/LEVIR_train_train_5_r0003_c0004.png,0,masks/LEVIR_train_train_5_r0003_c0004.png,0.00000000
LEVIR_train_train_5_r0004_c0000,T1/LEVIR_train_train_5_r0004_c0000.png,T2/LEVIR_train_train_5_r0004_c0000.png,1,masks/LEVIR_train_train_5_r0004_c0000.png,0.03346221
LEVIR_train_train_5_r0004_c0001,T1/LEVIR_train_train_5_r0004_c0001.png,T2/LEVIR_train_train_5_r0004_c0001.png,0,masks/LEVIR_train_train_5_r0004_c0001.png,0.00000000
LEVIR_train_train_5_r0004_c0002,T1/LEVIR_train_train_5_r0004_c0002.png,T2/LEVIR_train_train_5_r0004_c0002.png,0,masks/LEVIR_train_train_5_r0004_c0002.png,0.00000000
LEVIR_train_train_5_r0004_c0003,T1/LEVIR_train_train_5_r0004_c0003.png,T2/LEVIR_train_train_5_r0004_c0003.png,0,masks/LEVIR_train_train_5_r0004_c0003.png,0.00000000
LEVIR_train_train_5_r0004_c0004,T1/LEVIR_train_train_5_r0004_c0004.png,T2/LEVIR_train_train_5_r0004_c0004.png,0,masks/LEVIR_train_train_5_r0004_c0004.png,0.00000000
LEVIR_train_train_6_r0000_c0000,T1/LEVIR_train_train_6_r0000_c0000.png,T2/LEVIR_train_train_6_r0000_c0000.png,0,masks/LEVIR_train_train_6_r0000_c0000.png,0.00000000
LEVIR_train_train_6_r0000_c0001,T1/LEVIR_train_train_6_r0000_c0001.png,T2/LEVIR_train_train_6_r0000_c0001.png,0,masks/LEVIR_train_train_6_r0000_c0001.png,0.00000000
LEVIR_train_train_6_r0000_c0002,T1/LEVIR_train_train_6_r0000_c0002.png,T2/LEVIR_train_train_6_r0000_c0002.png,0,masks/LEVIR_train_train_6_r0000_c0002.png,0.00000000
LEVIR_train_train_6_r0000_c0003,T1/LEVIR_train_train_6_r0000_c0003.png,T2/LEVIR_train_train_6_r0000_c0003.png,0,masks/LEVIR_train_train_6_r0000_c0003.png,0.00000000
LEVIR_train_train_6_r0000_c0004,T1/LEVIR_train_train_6_r0000_c0004.png,T2/LEVIR_train_train_6_r0000_c0004.png,0,masks/LEVIR_train_train_6_r0000_c0004.png,0.00000000
LEVIR_train_train_6_r0001_c0000,T1/LEVIR_train_train_6_r0001_c0000.png,T2/LEVIR_train_train_6_r0001_c0000.png,0,masks/LEVIR_train_train_6_r0001_c0000.png,0.00000000
LEVIR_train_train_6_r0001_c0001,T1/LEVIR_train_train_6_r0001_c0001.png,T2/LEVIR_train_train_6_r0001_c0001.png,1,masks/LEVIR_train_train_6_r0001_c0001.png,0.02186304
LEVIR_train_train_6_r0001_c0002,T1/LEVIR_train_train_6_r0001_c0002.png,T2/LEVIR_train_train_6_r0001_c0002.png,0,masks/LEVIR_train_train_6_r0001_c0002.png,0.00000000
LEVIR_train_train_6_r0001_c0003,T1/LEVIR_train_train_6_r0001_c0003.png,T2/LEVIR_train_train_6_r0001_c0003.png,0,masks/LEVIR_train_train_6_r0001_c0003.png,0.00000000
LEVIR_train_train_6_r0001_c0004,T1/LEVIR_train_train_6_r0001_c0004.png,T2/LEVIR_train_train_6_r0001_c0004.png,0,masks/LEVIR_train_train_6_r0001_c0004.png,0.00000000
